source_file,WALL,층수,두께,수직철근,횡방향 띠철근 상세,수평철근
calculation_2.png,EW6,23F,250 / 300,D10 @350,-,D10 @280
calculation_2.png,EW6,7F ~ 22F,250 / 300,D10 @450,-,D10 @350
calculation_2.png,EW6,B1F ~ 6F,250 / 300,D10 @200,-,D10 @280
calculation_2.png,EW6,B2F,250 / 300,D10 @400,-,D10 @350
calculation_2.png,EW7,28F,250,D10 @200,-,D10 @350
calculation_2.png,EW7,27F,250,D10 @150,횡방향 띠철근 상세,D10 @280
calculation_2.png,EW7,26F,250,D16 @150,횡방향 띠철근 상세,D10 @350
calculation_2.png,EW7,25F,250,D13 @150,횡방향 띠철근 상세,D10 @350
calculation_2.png,EW7,24F,250,D10 @100,횡방향 띠철근 상세,D10 @280
calculation_2.png,EW7,23F,250,D10 @150,횡방향 띠철근 상세,D10 @270
calculation_2.png,EW7,22F,250,D10 @200,-,D10 @280
calculation_2.png,EW7,21F,250,D10 @300,-,D10 @280
calculation_2.png,EW7,3F ~ 20F,250,D10 @450,-,D10 @280
calculation_2.png,EW7,B1F ~ 2F,250,D10 @200,-,D10 @280
calculation_2.png,EW7,B2F,250,D10 @400,-,D10 @280
calculation_2.png,EW8,26F,250,D13 @100,-,D10 @180
calculation_2.png,EW8,25F,250,D10 @100,-,D10 @180
calculation_2.png,EW8,24F,250,D10 @150,-,D10 @180
calculation_2.png,EW8,22F ~ 23F,250,D10 @200,-,D10 @180
calculation_2.png,EW8,21F,250,D10 @300,-,D10 @180
calculation_2.png,EW8,20F,250,D10 @350,-,D10 @180
calculation_2.png,EW8,1F ~ 19F,250,D10 @450,-,D10 @180
calculation_2.png,EW8,B1F ~ PITF,250,D10 @150,-,D10 @350
calculation_2.png,EW8,B2F,250,D10 @300,-,D10 @350
calculation_2.png,EW8A,28F,250,D10 @350,-,D10 @280
calculation_2.png,EW8A,B1F ~ 27F,250,D10 @450,-,D10 @280
calculation_2.png,EW8A,B2F,250,D10 @350,-,D10 @350
calculation_2.png,EW11,3F ~ 25F,250,D10 @450,-,D10 @270
calculation_2.png,EW11,B1F ~ 2F,250,D10 @200,-,D10 @270
calculation_2.png,EW11,B2F,250,D10 @400,-,D10 @270
calculation_2.png,EW12,4F ~ 25F,250,D10 @450,-,D10 @440
calculation_2.png,EW12,3F,250,D10 @300,-,D10 @440
calculation_2.png,EW12,2F,250,D10 @150,-,D10 @280
calculation_2.png,EW12,1F,250,D13 @150,-,D10 @350
calculation_2.png,EW12,B1F ~ PITF,250,D10 @100,-,D10 @350
calculation_2.png,EW12,B2F,250,D10 @400,-,D10 @350
calculation_2.png,EW13,25F,250,6 - D10,-,D10 @280
calculation_2.png,EW13,3F ~ 24F,250,6 - D10,-,D10 @280
calculation_2.png,EW13,2F,250,8 - D10,-,D10 @270
calculation_2.png,EW13,1F,250,14 - D10,-,D10 @270
calculation_2.png,EW13,B1F ~ PITF,250,12 - D10,-,D10 @270
calculation_2.png,EW13,B2F,250,6 - D10,-,D10 @270
calculation_2.png,EW14,3F ~ 25F,300,D10 @450,-,D10 @440
calculation_2.png,EW14,B1F ~ 2F,300,D10 @150,-,D10 @440
calculation_2.png,EW14,B2F,300,D10 @450,-,D10 @350
calculation_2.png,SW1,8F ~ 28F,250,D10 @450,-,D10 @350
calculation_2.png,SW1,7F,250,D10 @250,-,D10 @350
calculation_2.png,SW1,3F ~ 6F,250,D10 @200,-,D10 @280
calculation_2.png,SW1,2F,250,D13 @150,-,D10 @350
calculation_2.png,SW1,B1F ~ 1F,250,D10 @150,-,D10 @280
calculation_2.png,SW1,B2F,250,D10 @400,-,D10 @350
calculation_2.png,SW2,5F ~ 28F,250,D10 @450,-,D10 @350
calculation_2.png,SW2,B1F ~ 4F,250,D10 @200,-,D10 @280
calculation_2.png,SW2,B2F,250,D10 @400,-,D10 @350
calculation_2.png,SW3,2F ~ 28F,250,D10 @450,-,D10 @440
calculation_2.png,SW3,B1F ~ 1F,250,D10 @200,-,D10 @440
calculation_2.png,SW3,B2F,250,D10 @300,-,D10 @280
calculation_2.png,SW4,20F ~ 28F,250,6 - D10,-,D10 @350
calculation_2.png,SW4,16F ~ 19F,250,8 - D10,-,D10 @350
calculation_2.png,SW4,8F ~ 15F,250,10 - D10,-,D10 @350
calculation_2.png,SW4,7F,250,12 - D10,-,D10 @350
calculation_2.png,SW4,6F,250,14 - D10,-,D10 @350
calculation_2.png,SW4,5F,250,8 - D13,-,D10 @350
calculation_2.png,SW4,4F,250,10 - D13,-,D10 @280
calculation_2.png,SW4,3F,250,14 - D13,-,D10 @280
calculation_2.png,SW4,2F,250,12 - D16,횡방향 띠철근 상세,D10 @270
calculation_2.png,SW4,1F,250,10 - D16,횡방향 띠철근 상세,D10 @270
calculation_2.png,SW11,7F ~ 25F,250 / 300,D10 @450,-,D10 @110
calculation_2.png,SW11,1F ~ 6F,250 / 300,D10 @200,-,D10 @270
calculation_2.png,SW11,B1F ~ PITF,250 / 300,D10 @450,-,D10 @110
calculation_2.png,SW11,B2F,250 / 300,D10 @450,-,D10 @270
calculation_2.png,SW12,7F ~ 25F,250,D10 @450,-,D10 @270
calculation_2.png,SW12,1F ~ 6F,250,D10 @200,-,D10 @190
calculation_2.png,SW12,B1F ~ PITF,250,D10 @450,-,D10 @270
calculation_2.png,SW12,B2F,250,D10 @450,-,D10 @270
calculation_2.png,SW12A,25F,250,10 - D10,-,D10 @180
calculation_2.png,SW12A,24F,250,6 - D10,-,D10 @180
calculation_2.png,SW12A,12F ~ 23F,250,10 - D10,-,D10 @180
calculation_2.png,SW12A,7F ~ 11F,250,6 - D10,-,D10 @180
calculation_2.png,SW12A,2F ~ 6F,250,10 - D10,-,D10 @180
calculation_2.png,SW12A,1F,250,16 - D10,-,D10 @350
calculation_2.png,SW12A,B1F ~ PITF,250,12 - D10,-,D10 @350
calculation_2.png,SW12A,B2F,250,6 - D10,-,D10 @350
calculation_2.png,SW13,25F,250,D10 @200,-,D10 @280
calculation_2.png,SW13,24F,250,D10 @400,-,D10 @350
calculation_2.png,SW13,3F ~ 23F,250,D10 @450,-,D10 @280
calculation_2.png,SW13,B1F ~ 2F,250,D10 @200,-,D10 @350
calculation_2.png,SW13,B2F,250,D10 @400,-,D10 @280
calculation_2.png,SW14,15F ~ 25F,250,D10 @450,-,D10 @270
calculation_2.png,SW14,14F,250,D10 @350,-,D10 @270
calculation_2.png,SW14,13F,250,D10 @300,-,D10 @270
calculation_2.png,SW14,12F,250,D10 @250,-,D10 @270
calculation_2.png,SW14,10F ~ 11F,250,D10 @200,-,D10 @270
calculation_2.png,SW14,8F ~ 9F,250,D10 @150,-,D10 @270
calculation_2.png,SW14,7F,250,D13 @150,-,D10 @270
calculation_2.png,SW14,6F,250,D10 @150,횡방향 띠철근 상세,D10 @140
calculation_2.png,SW14,4F ~ 5F,250,D13 @150,횡방향 띠철근 상세,D10 @140
calculation_2.png,SW14,2F ~ 3F,250,D13 @100,-,D10 @270
calculation_2.png,SW14,PITF ~ 1F,250,D16 @100,-,D10 @270
calculation_2.png,SW14,B1F,250,D16 @100,-,D10 @270
calculation_2.png,SW14,B2F,250,D10 @100,-,D10 @270
calculation_2.png,TDW2,PITF ~ 25F,200,D10 @450,-,D10 @270
calculation_2.png,TDW3,1F ~ 25F,200,D10 @450,-,D10 @270
calculation_2.png,TDW3,B1F ~ PITF,250,D10 @200,-,D10 @270
calculation_2.png,TDW3,B2F,250,D10 @450,-,D10 @270
calculation_2.png,TDW4,1F ~ 25F,250,D10 @450,-,D10 @270
calculation_2.png,TDW4,PITF,250,D10 @200,-,D10 @270
calculation_2.png,TDW5,3F ~ 25F,200,D10 @450,-,D10 @270
calculation_2.png,TDW5,2F,200,D10 @350,-,D10 @270
calculation_2.png,TDW5,PITF ~ 1F,200,D10 @250,-,D10 @270
calculation_2.png,TDHW7,25F,250,6 - D10,-,D10 @260
calculation_2.png,TDHW7,24F,250,8 - D10,-,D10 @260
calculation_2.png,TDHW7,23F,250,6 - D10,-,D10 @260
calculation_2.png,TDHW7,20F ~ 22F,250,8 - D10,-,D10 @260
calculation_2.png,TDHW7,4F ~ 19F,250,6 - D10,-,D10 @260
calculation_2.png,TDHW7,3F,250,8 - D10,-,D10 @260
calculation_2.png,TDHW7,2F,250,10 - D13,-,D10 @260
calculation_2.png,TDHW7,1F,250,8 - D25,횡방향 띠철근 상세,D10 @170
calculation_2.png,TDHW7,PITF,250,8 - D16,횡방향 띠철근 상세,D10 @170
calculation_2.png,TDHW8,25F,250,6 - D10,-,D10 @270
calculation_2.png,TDHW8,24F,250,8 - D10,-,D10 @270
calculation_2.png,TDHW8,3F ~ 23F,250,6 - D10,-,D10 @270
calculation_2.png,TDHW8,2F,250,10 - D10,-,D10 @270
calculation_2.png,TDHW8,1F,250,8 - D13,-,D10 @270
calculation_2.png,TDHW8,PITF,250,8 - D13,-,D10 @270
calculation_2.png,TDHW9,3F ~ 25F,250,6 - D10,-,D10 @270
calculation_2.png,TDHW9,2F,250,12 - D10,-,D10 @270
calculation_2.png,TDHW9,1F,250,10 - D10,-,D10 @270
calculation_2.png,TDHW9,PITF,250,8 - D10,-,D10 @270
calculation_2.png,TDHW10,3F ~ 25F,250,D10 @450,-,D10 @270
calculation_2.png,TDHW10,1F ~ 2F,250,D10 @250,-,D10 @270
calculation_2.png,TDHW10,PITF,250,D10 @300,-,D10 @270
